step	trial	trial_id	layout	uid	control	coordination	variableExplicabilite	time_elapsed	score	human_action_count	agent_action_count	agent_stuck_loop	hl_switch	agent_interact_count	human_interact_count	achieved_orders_len	bloc	trialuidQPT	median_interactioncount	median_time_elapsed	AtoH	HtoA	coll_tot	median_collisions	ContributionRelativeHuman	ContributionUtile	Min	Max	MMControlold	EfficacHuman	EfficacRobot	Coordinationbinary	Explicabilitebinary	InteracCoordExplic	InteractionbyActionUnit	TimeforInteraction	MoyHumanInteractByLayout	MoyAgentInteractByLayout	AgentinteractstandardLayout	HumanInteractStandardLayout	MoyHumanActionByLayout	MoyAgentActionByLayout	HumanActionStandarLayout	AgentActionStandardLayout	EfficaciteHumanLayout	MMEfficaciteHumanLayout	EfficaciteAgentLayout	MMEfficaciteAgentLayout	MoyTimeByLayout	TimeElapsedcontrolledforLayout	MinParticipant	MaxParticipant	MMControl	NbDeplacementBylayout	MincontrolLayout	MaxControlLayout	MoycontrolByLayout	MMControlLayout	ZscoreControlLayout	ControlByNbDeplacement	Z_coordination	Z_explicability	Z_time	Z_Deplacement	Efficacite(InteractionsDivByAction)	Z_Deplacement_Categ	Explained_dummy
2	0	5cf9179b8c98dc0001d5a431_2QPT0	recipe_trial2_1	5cf9179b8c98dc0001d5a431	3	Unforced_coordination	Non-Explique	71,93464971	34	104	177	15	3	27	29	6	2	5cf9179b8c98dc0001d5a431_bloc_2_trial_0_cond_Non-Explique	Large_contribution	Low_game	19	1	20	Few_collisions	0,517857143	1,074074074	1	4	0,666666667	0,403143688	0,375340675	-0,5	-0,5	0,25	3,586206897	20,0587004	25,82022472	40,16853933	-13,16853933	3,179775281	210,1235955	177,6404494	-106,1235955	-0,640449438	-33,3745583	0,522405754	0,048634812	0,647061049	72,42477149	-0,49012178	1	4	0,666666667	21	0	4	2,372093023	0,75	0,627906977	0,142857143	-0,504279601	-0,485734665	11,44611525	5,057061341	0,278846154	5,057061341	0
2	0	6102de6a11e4443a9ec8717e_2QPT0	recipe_trial2_1	6102de6a11e4443a9ec8717e	4	Unforced_coordination	Non-Explique	89,58254552	34	133	220	29	2	30	35	6	2	6102de6a11e4443a9ec8717e_bloc_2_trial_0_cond_Non-Explique	Large_contribution	Low_game	115	50	165	Lot_of_collisions	0,538461538	1,166666667	2	4	1	0,39070111	0,334886666	-0,5	-0,5	0,25	3,8	23,57435408	25,82022472	40,16853933	-10,16853933	9,179775281	210,1235955	177,6404494	-77,12359551	42,35955056	-8,401468788	0,544612515	-4,165745856	0,641110215	72,42477149	17,15777403	2	4	1	21	0	4	2,372093023	1	1,627906977	0,19047619	-0,504279601	-0,485734665	29,09401106	5,057061341	0,263157895	5,057061341	0
3	0	5f4fb87aaa1c4e0a71d7f265_3QPT0	recipe_trial3_1	5f4fb87aaa1c4e0a71d7f265	3	Unforced_coordination	Non-Explique	70,82087159	34	166	172	15	2	26	42	6	3	5f4fb87aaa1c4e0a71d7f265_bloc_3_trial_0_cond_Non-Explique	Large_contribution	Low_game	41	14	55	Few_collisions	0,617647059	1,615384615	1	3	1	0,593045511	0,367123412	-0,5	-0,5	0,25	3,952380952	17,91853378	27,30588235	39,35294118	-13,35294118	14,69411765	211,9647059	171,6470588	-45,96470588	0,352941176	-3,128102482	0,549301738	-0,026431718	0,646955053	70,27551673	0,545354857	1	3	1	21	0	4	2,494117647	0,75	0,505882353	0,142857143	-0,504279601	-0,485734665	10,33233714	5,057061341	0,253012048	5,057061341	0
3	1	5fae9fb7468d8e07d3163fb1_3QPT1	recipe_trial3_1	5fae9fb7468d8e07d3163fb1	3	Unforced_coordination	Non-Explique	62,89121461	34	142	155	34	6	23	33	6	3	5fae9fb7468d8e07d3163fb1_bloc_3_trial_1_cond_Non-Explique	Large_contribution	Low_game	5	20	25	Few_collisions	0,589285714	1,434782609	1	4	0,666666667	0,524715578	0,365710857	-0,5	-0,5	0,25	4,303030303	14,61556396	27,30588235	39,35294118	-16,35294118	5,694117647	211,9647059	171,6470588	-69,96470588	-16,64705882	-12,28719008	0,541157224	1,017985612	0,648429802	70,27551673	-7,384302125	1	4	0,666666667	21	0	4	2,494117647	0,75	0,505882353	0,142857143	-0,504279601	-0,485734665	2,402680154	5,057061341	0,232394366	5,057061341	0
3	3	5cf9179b8c98dc0001d5a431_3QPT3	recipe_trial3_1	5cf9179b8c98dc0001d5a431	1	Unforced_coordination	Non-Explique	83,00796223	34	133	205	69	19	32	29	6	3	5cf9179b8c98dc0001d5a431_bloc_3_trial_3_cond_Non-Explique	Large_contribution	Low_game	77	24	101	Lot_of_collisions	0,475409836	0,90625	1	4	0	0,349364076	0,385505187	-0,5	-0,5	0,25	4,586206897	18,09948049	27,30588235	39,35294118	-7,352941176	1,694117647	211,9647059	171,6470588	-78,96470588	33,35294118	-46,61111111	0,510635445	-4536	0,640587405	70,27551673	12,73244549	1	4	0	21	0	4	2,494117647	0,25	-1,494117647	0,047619048	-0,504279601	-0,485734665	22,51942777	5,057061341	0,218045113	5,057061341	0
4	0	6078faf293b3e134b7c5a943_4QPT0	recipe_trial4_1	6078faf293b3e134b7c5a943	3	Unforced_coordination	Explique	82,14197779	34	131	199	20	5	30	28	6	4	6078faf293b3e134b7c5a943_bloc_4_trial_0_cond_Explique	Large_contribution	Low_game	70	47	117	Lot_of_collisions	0,482758621	0,933333333	1	4	0,666666667	0,340873214	0,365221301	-0,5	0,5	-0,25	4,678571429	17,55706395	26,91463415	38,93902439	-8,93902439	1,085365854	210	168,9390244	-79	30,06097561	-72,78651685	0,487359551	-3,362892224	0,642243869	69,02413615	13,11784163	1	4	0,666666667	21	0	4	2,56097561	0,75	0,43902439	0,142857143	-0,504279601	0,514265335	21,65344333	5,057061341	0,213740458	5,057061341	1
3	1	603e2822880ceee0b88f55ff_3QPT1	recipe_trial3_1	603e2822880ceee0b88f55ff	4	Unforced_coordination	Explique	61,40735936	34	142	149	22	8	23	31	6	3	603e2822880ceee0b88f55ff_bloc_3_trial_1_cond_Explique	Large_contribution	Low_game	22	8	30	Few_collisions	0,574074074	1,347826087	1	4	1	0,504825485	0,374547941	-0,5	0,5	-0,25	4,580645161	13,40583197	27,30588235	39,35294118	-16,35294118	3,694117647	211,9647059	171,6470588	-69,96470588	-22,64705882	-18,93949045	0,535241815	1,384892086	0,648947885	70,27551673	-8,868157373	1	4	1	21	0	4	2,494117647	1	1,505882353	0,19047619	-0,504279601	0,514265335	0,918824907	5,057061341	0,218309859	5,057061341	1
4	0	60f06a479c4f3ec0a536d40a_4QPT0	recipe_trial4_1	60f06a479c4f3ec0a536d40a	2	Unforced_coordination	Non-Explique	70,40915656	34	141	173	18	3	28	30	6	4	60f06a479c4f3ec0a536d40a_bloc_4_trial_0_cond_Non-Explique	Large_contribution	Low_game	31	5	36	Few_collisions	0,517241379	1,071428571	1	4	0,333333333	0,426080946	0,397675549	-0,5	-0,5	0,25	4,7	14,98067161	26,91463415	38,93902439	-10,93902439	3,085365854	210	168,9390244	-69	4,06097561	-22,36363636	0,53219697	-0,371237458	0,646468176	69,02413615	1,385020407	1	4	0,333333333	21	0	4	2,56097561	0,5	-0,56097561	0,095238095	-0,504279601	-0,485734665	9,920622106	5,057061341	0,212765957	5,057061341	0
4	3	610d97bf0ee9babdb89986ea_4QPT3	recipe_trial4_1	610d97bf0ee9babdb89986ea	1	Unforced_coordination	Non-Explique	68,96615052	34	169	167	65	14	23	37	6	4	610d97bf0ee9babdb89986ea_bloc_4_trial_3_cond_Non-Explique	Large_contribution	Low_game	53	29	82	Lot_of_collisions	0,616666667	1,608695652	0	3	0,333333333	0,536495074	0,333496938	-0,5	-0,5	0,25	4,567567568	15,09909804	26,91463415	38,93902439	-15,93902439	10,08536585	210	168,9390244	-41	-1,93902439	-4,065296252	0,54846836	0,12165264	0,647164152	69,02413615	-0,057985631	0	3	0,333333333	21	0	4	2,56097561	0,25	-1,56097561	0,047619048	-0,504279601	-0,485734665	8,477616067	5,057061341	0,218934911	5,057061341	0
2	1	5e8783b0fde5153fbd9dca43_2QPT1	recipe_trial2_1	5e8783b0fde5153fbd9dca43	2	Unforced_coordination	Non-Explique	78,44068384	34	149	192	42	8	33	30	6	2	5e8783b0fde5153fbd9dca43_bloc_2_trial_1_cond_Non-Explique	Large_contribution	Low_game	57	36	93	Lot_of_collisions	0,476190476	0,909090909	1	4	0,333333333	0,382454595	0,420700055	-0,5	-0,5	0,25	4,966666667	15,79342628	25,82022472	40,16853933	-7,168539326	4,179775281	210,1235955	177,6404494	-61,12359551	14,35955056	-14,62365591	0,539079574	-2,003134796	0,644163888	72,42477149	6,015912355	1	4	0,333333333	21	0	4	2,372093023	0,5	-0,372093023	0,095238095	-0,504279601	-0,485734665	17,95214939	5,057061341	0,201342282	5,057061341	0
4	1	5fae9fb7468d8e07d3163fb1_4QPT1	recipe_trial4_1	5fae9fb7468d8e07d3163fb1	4	Unforced_coordination	Non-Explique	60,65649152	34	156	150	35	9	30	33	6	4	5fae9fb7468d8e07d3163fb1_bloc_4_trial_1_cond_Non-Explique	Large_contribution	Fast_game	8	20	28	Few_collisions	0,523809524	1,1	1	4	1	0,544047293	0,494588448	-0,5	-0,5	0,25	4,727272727	12,8311809	26,91463415	38,93902439	-8,93902439	6,085365854	210	168,9390244	-54	-18,93902439	-8,873747495	0,544192552	2,118690314	0,64998403	69,02413615	-8,367644636	1	4	1	21	0	4	2,56097561	1	1,43902439	0,19047619	-0,504279601	-0,485734665	0,167957063	5,057061341	0,211538462	5,057061341	0
4	1	61086efb11a9d191801b5eda_4QPT1	recipe_trial4_2	61086efb11a9d191801b5eda	2	Unforced_coordination	Explique	75,92415595	34	93	185	77	12	42	27	6	4	61086efb11a9d191801b5eda_bloc_4_trial_1_cond_Explique	Low_contribution	Low_game	32	4	36	Few_collisions	0,391304348	0,642857143	0	4	0,5	0,355618046	0,553183627	-0,5	0,5	-0,25	3,444444444	22,04249689	29,25	36,30434783	5,695652174	-2,25	176,3043478	161,5217391	-83,30434783	23,47826087	37,02415459	0,585006235	4,122137405	0,652812959	65,27233323	10,65182273	0	4	0,5	23	0	4	2,280898876	0,5	-0,280898876	0,086956522	-0,504279601	0,514265335	15,4356215	7,057061341	0,290322581	7,057061341	1
1	1	5e8783b0fde5153fbd9dca43_1QPT1	recipe_trial1_1	5e8783b0fde5153fbd9dca43	3	Unforced_coordination	Non-Explique	73,72396779	34	140	181	51	8	32	28	6	1	5e8783b0fde5153fbd9dca43_bloc_1_trial_1_cond_Non-Explique	Large_contribution	Low_game	65	26	91	Lot_of_collisions	0,466666667	875	1	4	0,666666667	0,379795077	0,434051516	-0,5	-0,5	0,25	5	14,74479356	25525	40,3125	-8,3125	2475	205,5625	175,4875	-65,5625	5,5125	-26,48989899	0,528527783	-0,663157895	0,646055976	71,56663706	2,157330727	1	4	0,666666667	21	0	4	2,506329114	0,75	0,493670886	0,142857143	-0,504279601	-0,485734665	13,23543334	5,057061341	0,2	5,057061341	0
3	0	5a60a51863394a0001552447_3QPT0	recipe_trial3_1	5a60a51863394a0001552447	2	Unforced_coordination	Explique	82,80468893	34	165	204	20	4	31	34	6	3	5a60a51863394a0001552447_bloc_3_trial_0_cond_Explique	Large_contribution	Low_game	78	57	135	Lot_of_collisions	0,523076923	1,096774194	2	3	0	0,410604767	0,374374935	-0,5	0,5	-0,25	4,852941176	17,06278439	27,30588235	39,35294118	-8,352941176	6,694117647	211,9647059	171,6470588	-46,96470588	32,35294118	-7,015817223	0,545844675	-3,873239437	0,641523243	70,27551673	12,5291722	2	3	0	21	0	4	2,494117647	0,5	-0,494117647	0,095238095	-0,504279601	0,514265335	22,31615448	5,057061341	0,206060606	5,057061341	1
3	0	60f06a479c4f3ec0a536d40a_3QPT0	recipe_trial3_1	60f06a479c4f3ec0a536d40a	3	Unforced_coordination	Non-Explique	77,10106587	34	162	187	16	4	24	33	6	3	60f06a479c4f3ec0a536d40a_bloc_3_trial_0_cond_Non-Explique	Large_contribution	Low_game	88	40	128	Lot_of_collisions	0,578947368	1375	1	4	0,666666667	0,428009647	0,311279743	-0,5	-0,5	0,25	4,909090909	15,70577268	27,30588235	39,35294118	-15,35294118	5,694117647	211,9647059	171,6470588	-49,96470588	15,35294118	-8,774793388	0,544280544	-1	0,645580345	70,27551673	6,82554914	1	4	0,666666667	21	0	4	2,494117647	0,75	0,505882353	0,142857143	-0,504279601	-0,485734665	16,61253142	5,057061341	0,203703704	5,057061341	0
1	0	6138efc8ddab5cbc14163585_1QPT0	recipe_trial1_1	6138efc8ddab5cbc14163585	2	Unforced_coordination	Explique	81,58614111	34	99	197	26	6	46	16	6	1	6138efc8ddab5cbc14163585_bloc_1_trial_0_cond_Explique	Low_contribution	Low_game	18	24	42	Few_collisions	0,258064516	0,347826087	0	4	0,5	0,196111739	0,563821249	-0,5	0,5	-0,25	6,1875	13,18563897	25525	40,3125	5,6875	-9525	205,5625	175,4875	-106,5625	21,5125	11,18766404	0,562031713	3,782417582	0,652333264	71,56663706	10,01950405	0	4	0,5	21	0	4	2,506329114	0,5	-0,506329114	0,095238095	-0,504279601	0,514265335	21,09760665	5,057061341	0,161616162	5,057061341	1
1	0	5fac475e1718081c63013fba_1QPT0	recipe_trial1_1	5fac475e1718081c63013fba	3	Unforced_coordination	Non-Explique	83,28263807	34	161	201	19	1	28	32	6	1	5fac475e1718081c63013fba_bloc_1_trial_0_cond_Non-Explique	Large_contribution	Low_game	71	36	107	Lot_of_collisions	0,533333333	1,142857143	1	4	0,666666667	0,384233746	0,336204528	-0,5	-0,5	0,25	5,03125	16,55307092	25525	40,3125	-12,3125	6475	205,5625	175,4875	-44,5625	25,5125	-6,882239382	0,545963456	-2,072081218	0,644066533	71,56663706	11,71600101	1	4	0,666666667	21	0	4	2,506329114	0,75	0,493670886	0,142857143	-0,504279601	-0,485734665	22,79410362	5,057061341	0,198757764	5,057061341	0
3	2	60367be788bf173bb2ee1ead_3QPT2	recipe_trial3_1	60367be788bf173bb2ee1ead	2	Unforced_coordination	Non-Explique	71,05584455	34	154	171	60	7	30	30	6	3	60367be788bf173bb2ee1ead_bloc_3_trial_2_cond_Non-Explique	Large_contribution	Low_game	13	9	22	Few_collisions	0,5	1	1	4	0,333333333	0,42220313	0,42220313	-0,5	-0,5	0,25	5,133333333	13,84204764	27,30588235	39,35294118	-9,352941176	2,694117647	211,9647059	171,6470588	-57,96470588	-0,647058824	-21,51528384	0,532951348	0,06918239	0,647090063	70,27551673	0,780327811	1	4	0,333333333	21	0	4	2,494117647	0,5	-0,494117647	0,095238095	-0,504279601	-0,485734665	10,56731009	5,057061341	0,194805195	5,057061341	0
4	1	5e61406a4c89e6037df81373_4QPT1	recipe_trial4_1	5e61406a4c89e6037df81373	1	Unforced_coordination	Explique	80,02661443	34	218	195	44	9	42	46	6	4	5e61406a4c89e6037df81373_bloc_4_trial_1_cond_Explique	Large_contribution	Low_game	35	6	41	Few_collisions	0,522727273	1,095238095	0	3	0,333333333	0,574808772	0,524825401	-0,5	0,5	-0,25	4,739130435	16,88634983	26,91463415	38,93902439	3,06097561	19,08536585	210	168,9390244	8	26,06097561	0,419169329	0,55245607	8,513944223	0,659014324	69,02413615	11,00247827	0	3	0,333333333	21	0	4	2,56097561	0,25	-1,56097561	0,047619048	-0,504279601	0,514265335	19,53807997	5,057061341	0,211009174	5,057061341	1
4	0	62ab2034b58fe149d144acf4_4QPT0	recipe_trial4_1	62ab2034b58fe149d144acf4	3	Unforced_coordination	Non-Explique	57,49440002	34	194	142	10	2	25	39	6	4	62ab2034b58fe149d144acf4_bloc_4_trial_0_cond_Non-Explique	Large_contribution	Fast_game	37	10	47	Few_collisions	0,609375	1,56	1	3	1	0,678326932	0,434824957	-0,5	-0,5	0,25	4,974358974	11,55815258	26,91463415	38,93902439	-13,93902439	12,08536585	210	168,9390244	-16	-26,93902439	-1,323915237	0,550906071	1,932633421	0,649721312	69,02413615	-11,52973613	1	3	1	21	0	4	2,56097561	0,75	0,43902439	0,142857143	-0,504279601	-0,485734665	-2,994134431	5,057061341	0,201030928	5,057061341	0
3	2	5fae9fb7468d8e07d3163fb1_3QPT2	recipe_trial3_2	5fae9fb7468d8e07d3163fb1	1	Unforced_coordination	Non-Explique	87,46254683	34	142	216	62	8	37	37	6	3	5fae9fb7468d8e07d3163fb1_bloc_3_trial_2_cond_Non-Explique	Large_contribution	Low_game	64	9	73	Lot_of_collisions	0,5	1	1	4	0	0,423038219	0,423038219	-0,5	-0,5	0,25	3,837837838	22,78953685	26,60638298	38,60638298	-1,606382979	10,39361702	164,393617	161,8085106	-22,39361702	54,19148936	-2,154554759	0,550167444	-33,73509934	0,599357386	66,16903526	21,29351157	1	4	0	23	0	4	2,489130435	0,25	-1,489130435	0,043478261	-0,504279601	-0,485734665	26,97401237	7,057061341	0,26056338	7,057061341	0
1	1	627eb5d958fb0ab3c9a3a8c3_1QPT1	recipe_trial1_1	627eb5d958fb0ab3c9a3a8c3	1	Unforced_coordination	Explique	71,29775119	34	132	176	50	11	45	23	6	1	627eb5d958fb0ab3c9a3a8c3_bloc_1_trial_1_cond_Explique	Low_contribution	Low_game	28	54	82	Lot_of_collisions	0,338235294	0,511111111	1	3	0	0,32259082	0,631155952	-0,5	0,5	-0,25	5,739130435	12,42309301	25525	40,3125	4,6875	-2525	205,5625	175,4875	-73,5625	0,5125	29,13366337	0,577989792	0,109333333	0,647146757	71,56663706	-0,268885875	1	3	0	21	0	4	2,506329114	0,25	-1,506329114	0,047619048	-0,504279601	0,514265335	10,80921673	5,057061341	0,174242424	5,057061341	1
3	0	5c4a45dda8c31a000141a752_3QPT0	recipe_trial3_1	5c4a45dda8c31a000141a752	3	Unforced_coordination	Non-Explique	65,59763169	34	183	158	9	2	22	35	6	3	5c4a45dda8c31a000141a752_bloc_3_trial_0_cond_Non-Explique	Large_contribution	Low_game	24	7	31	Few_collisions	0,614035088	1,590909091	1	4	0,666666667	0,533555848	0,335377962	-0,5	-0,5	0,25	5,228571429	12,54599513	27,30588235	39,35294118	-17,35294118	7,694117647	211,9647059	171,6470588	-28,96470588	-13,64705882	-3,764525994	0,548735813	0,786440678	0,648102853	70,27551673	-4,677885042	1	4	0,666666667	21	0	4	2,494117647	0,75	0,505882353	0,142857143	-0,504279601	-0,485734665	5,109097238	5,057061341	0,191256831	5,057061341	0
4	2	608ded20b8255745727d07fc_4QPT2	recipe_trial4_1	608ded20b8255745727d07fc	2	Unforced_coordination	Explique	69,03776765	34	170	171	53	13	30	32	6	4	608ded20b8255745727d07fc_bloc_4_trial_2_cond_Explique	Large_contribution	Low_game	57	71	128	Lot_of_collisions	0,516129032	1,066666667	1	4	0,333333333	0,463514408	0,434544757	-0,5	0,5	-0,25	5,3125	12,9953445	26,91463415	38,93902439	-8,93902439	5,085365854	210	168,9390244	-40	2,06097561	-7,865707434	0,545088929	-0,230559345	0,646666818	69,02413615	0,013631495	1	4	0,333333333	21	0	4	2,56097561	0,5	-0,56097561	0,095238095	-0,504279601	0,514265335	8,549233194	5,057061341	0,188235294	5,057061341	1
1	2	5cf9179b8c98dc0001d5a431_1QPT2	recipe_trial1_1	5cf9179b8c98dc0001d5a431	3	Unforced_coordination	Non-Explique	73,06741452	34	155	179	45	13	37	28	6	1	5cf9179b8c98dc0001d5a431_bloc_1_trial_2_cond_Non-Explique	Large_contribution	Low_game	48	29	77	Lot_of_collisions	0,430769231	0,756756757	1	4	0,666666667	0,383207757	0,506381678	-0,5	-0,5	0,25	5,535714286	13,19927488	25525	40,3125	-3,3125	2475	205,5625	175,4875	-50,5625	3,5125	-20,42929293	0,533917041	-1,060377358	0,64549509	71,56663706	1,500777459	1	4	0,666666667	21	0	4	2,506329114	0,75	0,493670886	0,142857143	-0,504279601	-0,485734665	12,57888007	5,057061341	0,180645161	5,057061341	0
2	1	5fe0ad06a6a9ed9c011e598d_2QPT1	recipe_trial2_1	5fe0ad06a6a9ed9c011e598d	3	Unforced_coordination	Non-Explique	64,58676791	34	180	159	41	8	28	33	6	2	5fe0ad06a6a9ed9c011e598d_bloc_2_trial_1_cond_Non-Explique	Large_contribution	Low_game	29	41	70	Lot_of_collisions	0,540983607	1,178571429	1	4	0,666666667	0,51094057	0,433525332	-0,5	-0,5	0,25	5,454545455	11,84090745	25,82022472	40,16853933	-12,16853933	7,179775281	210,1235955	177,6404494	-30,12359551	-18,64044944	-4,195618153	0,548352474	1,531855956	0,649155402	72,42477149	-7,838003574	1	4	0,666666667	21	0	4	2,372093023	0,75	0,627906977	0,142857143	-0,504279601	-0,485734665	4,098233457	5,057061341	0,183333333	5,057061341	0
3	2	5fac475e1718081c63013fba_3QPT2	recipe_trial3_1	5fac475e1718081c63013fba	3	Unforced_coordination	Non-Explique	72,70882678	34	176	175	51	10	29	33	6	3	5fac475e1718081c63013fba_bloc_3_trial_2_cond_Non-Explique	Large_contribution	Low_game	31	48	79	Lot_of_collisions	0,532258065	1,137931034	1	4	0,666666667	0,453865115	0,398851161	-0,5	-0,5	0,25	5,333333333	13,63290502	27,30588235	39,35294118	-10,35294118	5,694117647	211,9647059	171,6470588	-35,96470588	3,352941176	-6,316115702	0,546466869	-0,323863636	0,64653507	70,27551673	2,433310046	1	4	0,666666667	21	0	4	2,494117647	0,75	0,505882353	0,142857143	-0,504279601	-0,485734665	12,22029233	5,057061341	0,1875	5,057061341	0
3	1	5cac8aad785bb400156d3431_3QPT1	recipe_trial3_1	5cac8aad785bb400156d3431	1	Unforced_coordination	Non-Explique	96,34255981	34	229	238	49	7	54	45	6	3	5cac8aad785bb400156d3431_bloc_3_trial_1_cond_Non-Explique	Large_contribution	Low_game	43	73	116	Lot_of_collisions	0,454545455	0,833333333	1	4	0	0,467083292	0,56049995	-0,5	-0,5	0,25	5,088888889	18,93194407	27,30588235	39,35294118	14,64705882	17,69411765	211,9647059	171,6470588	17,03529412	66,35294118	0,962765957	0,552939451	4,530120482	0,653389043	70,27551673	26,06704308	1	4	0	21	0	4	2,494117647	0,25	-1,494117647	0,047619048	-0,504279601	-0,485734665	35,85402536	5,057061341	0,19650655	5,057061341	0
3	0	5e015e48946e97d428a04739_3QPT0	coord_map3_0	5e015e48946e97d428a04739	4	Forced_coordination	Explique	40,39470339	33	133	96	10	6	32	47	6	3	5e015e48946e97d428a04739_bloc_3_trial_0_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,594936709	1,46875	1	4	1	1,163518879	0,792183066	0,5	0,5	0,25	2,829787234	14,27481999	29,07608696	39,20652174	-7,206521739	17,92391304	113,7282609	116,6521739	19,27173913	-20,65217391	1,075197089	0,553039428	2,865761689	0,651038918	47,38887877	-6,994175378	1	4	1	7	0	4	3,011111111	1	0,988888889	0,571428571	0,495720399	0,514265335	-20,09383107	-8,942938659	0,353383459	-8,942938659	1
1	1	610d97bf0ee9babdb89986ea_1QPT1	recipe_trial1_1	610d97bf0ee9babdb89986ea	2	Unforced_coordination	Non-Explique	93,56485701	34	175	228	50	9	33	32	6	1	610d97bf0ee9babdb89986ea_bloc_1_trial_1_cond_Non-Explique	Large_contribution	Low_game	127	74	201	Lot_of_collisions	0,492307692	0,96969697	0	3	0,666666667	0,342008752	0,352696526	-0,5	-0,5	0,25	5,46875	17,10900242	25525	40,3125	-7,3125	6475	205,5625	175,4875	-30,5625	52,5125	-4,72007722	0,54788611	-7,181196581	0,636852306	71,56663706	21,99821994	0	3	0,666666667	21	0	4	2,506329114	0,5	-0,506329114	0,095238095	-0,504279601	-0,485734665	33,07632255	5,057061341	0,182857143	5,057061341	0
1	2	5fb3d8382ceaab00087fadfc_1QPT2	recipe_trial1_2	5fb3d8382ceaab00087fadfc	4	Unforced_coordination	Explique	60,55582976	34	124	150	48	9	27	29	6	1	5fb3d8382ceaab00087fadfc_bloc_1_trial_2_cond_Explique	Large_contribution	Fast_game	34	12	46	Few_collisions	0,517857143	1,074074074	3	4	1	0,478896914	0,445869541	-0,5	0,5	-0,25	4,275862069	14,16225051	25,78409091	40,43181818	-13,43181818	3,215909091	167,9545455	165125	-43,95454545	-15125	-13,66784452	0,539929508	1,12605753	0,648582403	67,77601852	-7,220188761	3	4	1	23	0	4	2,431818182	1	1,568181818	0,173913043	-0,504279601	0,514265335	0,067295308	7,057061341	0,233870968	7,057061341	1
1	1	609a7d5287ca8fb83e0780d4_1QPT1	recipe_trial1_2	609a7d5287ca8fb83e0780d4	1	Unforced_coordination	Non-Explique	58,31007409	34	169	140	30	9	33	39	6	1	609a7d5287ca8fb83e0780d4_bloc_1_trial_1_cond_Non-Explique	Large_contribution	Fast_game	35	12	47	Few_collisions	0,541666667	1,181818182	0	4	0,25	0,668838114	0,565939943	-0,5	-0,5	0,25	4,333333333	13,45617094	25,78409091	40,43181818	-7,431818182	13,21590909	167,9545455	165125	1,045454545	-25125	0,079105761	0,552153676	3,380733945	0,651766074	67,77601852	-9,465944434	0	4	0,25	23	0	4	2,431818182	0,25	-1,431818182	0,043478261	-0,504279601	-0,485734665	-2,178460364	7,057061341	0,230769231	7,057061341	0
2	3	5e015e48946e97d428a04739_2QPT3	coord_map2_0	5e015e48946e97d428a04739	4	Forced_coordination	Explique	39,83969069	33	129	94	54	24	34	45	6	2	5e015e48946e97d428a04739_bloc_2_trial_3_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,569620253	1,323529412	1	4	1	1,129526842	0,853420281	0,5	0,5	0,25	2,866666667	13,89756652	28,49450549	40,43956044	-6,43956044	16,50549451	112,7252747	117,7692308	16,27472527	-23,76923077	0,986018642	0,552960128	3,69112628	0,652204358	48,11538845	-8,275697765	1	4	1	7	1	4	2,863636364	1	1,136363636	0,571428571	0,495720399	0,514265335	-20,64884377	-8,942938659	0,348837209	-8,942938659	1
2	1	5f14d356e2a4060dd2ddaa35_2QPT1	coord_map2_0	5f14d356e2a4060dd2ddaa35	3	Forced_coordination	Non-Explique	44,01837897	33	139	106	32	6	44	47	6	2	5f14d356e2a4060dd2ddaa35_bloc_2_trial_1_cond_Non-Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,516483516	1,068181818	1	4	0,666666667	1,067735821	0,99958247	0,5	-0,5	-0,25	2,957446809	14,88391231	28,49450549	40,43956044	3,56043956	18,50549451	112,7252747	117,7692308	26,27472527	-11,76923077	1,419833729	0,553345889	-3,305555556	0,64232483	48,11538845	-4,097009477	1	4	0,666666667	7	1	4	2,863636364	0,666666667	0,136363636	0,428571429	0,495720399	-0,485734665	-16,47015548	-8,942938659	0,338129496	-8,942938659	0
4	3	5cac8aad785bb400156d3431_4QPT3	recipe_trial4_2	5cac8aad785bb400156d3431	2	Unforced_coordination	Non-Explique	73,8740871	34	187	181	56	15	35	44	6	4	5cac8aad785bb400156d3431_bloc_4_trial_3_cond_Non-Explique	Large_contribution	Low_game	25	17	42	Few_collisions	0,556962025	1,257142857	1	4	0,333333333	0,595608037	0,47377912	-0,5	-0,5	0,25	4,25	17,38213814	29,25	36,30434783	-1,304347826	14,75	176,3043478	161,5217391	10,69565217	19,47826087	0,725128961	0,552728138	-14,93333333	0,625906053	65,27233323	8,60175387	1	4	0,333333333	23	0	4	2,280898876	0,5	-0,280898876	0,086956522	-0,504279601	-0,485734665	13,38555264	7,057061341	0,235294118	7,057061341	0
