step	trial	trial_id	layout	uid	control	coordination	variableExplicabilite	time_elapsed	score	human_action_count	agent_action_count	agent_stuck_loop	hl_switch	agent_interact_count	human_interact_count	achieved_orders_len	bloc	trialuidQPT	median_interactioncount	median_time_elapsed	AtoH	HtoA	coll_tot	median_collisions	ContributionRelativeHuman	ContributionUtile	Min	Max	MMControlold	EfficacHuman	EfficacRobot	Coordinationbinary	Explicabilitebinary	InteracCoordExplic	InteractionbyActionUnit	TimeforInteraction	MoyHumanInteractByLayout	MoyAgentInteractByLayout	AgentinteractstandardLayout	HumanInteractStandardLayout	MoyHumanActionByLayout	MoyAgentActionByLayout	HumanActionStandarLayout	AgentActionStandardLayout	EfficaciteHumanLayout	MMEfficaciteHumanLayout	EfficaciteAgentLayout	MMEfficaciteAgentLayout	MoyTimeByLayout	TimeElapsedcontrolledforLayout	MinParticipant	MaxParticipant	MMControl	NbDeplacementBylayout	MincontrolLayout	MaxControlLayout	MoycontrolByLayout	MMControlLayout	ZscoreControlLayout	ControlByNbDeplacement	Z_coordination	Z_explicability	Z_time	Z_Deplacement	Efficacite(InteractionsDivByAction)	Z_Deplacement_Categ	Explained_dummy
1	2	61504421b1d00ff398117e34_1QPT2	recipe_trial1_2	61504421b1d00ff398117e34	3	Unforced_coordination	Non-Explique	103,3279824	34	182	254	100	17	61	28	6	1	61504421b1d00ff398117e34_bloc_1_trial_2_cond_Non-Explique	Large_contribution	Low_game	94	28	122	Lot_of_collisions	0,314606742	0,459016393	2	4	0,5	0,270981774	0,590353151	-0,5	-0,5	0,25	6,5	15,89661268	25,78409091	40,43181818	20,56818182	2,215909091	167,9545455	165125	14,04545455	88875	6,338461538	0,557719669	4,320994475	0,653093751	67,77601852	35,5519639	2	4	0,5	23	0	4	2,431818182	0,75	0,568181818	0,130434783	-0,504279601	-0,485734665	42,83944797	7,057061341	0,153846154	7,057061341	0
3	1	5f9c4427c27fed0b5c680c4b_3QPT1	recipe_trial3_2	5f9c4427c27fed0b5c680c4b	3	Unforced_coordination	Explique	55,24520612	34	165	133	32	12	36	27	6	3	5f9c4427c27fed0b5c680c4b_bloc_3_trial_1_cond_Explique	Low_contribution	Fast_game	21	21	42	Few_collisions	0,428571429	0,75	1	3	1	0,488730189	0,651640251	-0,5	0,5	-0,25	6,111111111	9,040124637	26,60638298	38,60638298	-2,606382979	0,393617021	164,393617	161,8085106	0,606382979	-28,80851064	1,540540541	0,553453225	11,05306122	0,662599635	66,16903526	-10,92382914	1	3	1	23	0	4	2,489130435	0,75	0,510869565	0,130434783	-0,504279601	0,514265335	-5,243328337	7,057061341	0,163636364	7,057061341	1
2	1	5fb3d8382ceaab00087fadfc_2QPT1	recipe_trial2_1	5fb3d8382ceaab00087fadfc	4	Unforced_coordination	Explique	55,61500669	34	187	136	29	12	40	23	6	2	5fb3d8382ceaab00087fadfc_bloc_2_trial_1_cond_Explique	Low_contribution	Fast_game	19	10	29	Few_collisions	0,365079365	575	3	4	1	0,413557444	0,719230337	-0,5	0,5	-0,25	8,130434783	6,840348416	25,82022472	40,16853933	-0,168539326	-2,820224719	210,1235955	177,6404494	-23,12359551	-41,64044944	8,199203187	0,559374291	247,0666667	0,995858044	72,42477149	-16,8097648	3	4	1	21	0	4	2,372093023	1	1,627906977	0,19047619	-0,504279601	0,514265335	-4,87352777	5,057061341	0,122994652	5,057061341	1
1	0	60ceab9344ca679de3297af5_1QPT0	coord_map1_0	60ceab9344ca679de3297af5	3	Forced_coordination	Explique	49,96330333	33	84	123	24	6	40	24	6	1	60ceab9344ca679de3297af5_bloc_1_trial_0_cond_Explique	Low_contribution	Fast_game	0	0	0	0_collision	375	0,6	0	3	1	0,480352547	0,800587578	0,5	0,5	0,25	3,5	14,27522952	27,47826087	43,44565217	-3,445652174	-3,47826087	111,9456522	127,3478261	-27,94565217	-4,347826087	8,034375	0,559227722	1,261829653	0,648774117	52,19263589	-2,229332561	0	3	1	7	1	4	2,833333333	0,666666667	0,166666667	0,428571429	0,495720399	0,514265335	-10,52523113	-8,942938659	0,285714286	-8,942938659	1
1	1	60f43127b2b2e32120869426_1QPT1	coord_map1_0	60f43127b2b2e32120869426	4	Forced_coordination	Non-Explique	47,26256871	33	84	112	37	10	33	24	6	1	60f43127b2b2e32120869426_bloc_1_trial_1_cond_Non-Explique	Low_contribution	Fast_game	0	0	0	0_collision	0,421052632	0,727272727	3	4	1	0,50780143	0,698226967	0,5	-0,5	-0,25	3,5	13,50359106	27,47826087	43,44565217	-10,44565217	-3,47826087	111,9456522	127,3478261	-27,94565217	-15,34782609	8,034375	0,559227722	1,46930281	0,649067075	52,19263589	-4,930067176	3	4	1	7	1	4	2,833333333	1	1,166666667	0,571428571	0,495720399	-0,485734665	-13,22596574	-8,942938659	0,285714286	-8,942938659	0
4	1	60f06a479c4f3ec0a536d40a_4QPT1	coord_map4_4	60f06a479c4f3ec0a536d40a	1	Forced_coordination	Non-Explique	51,40681148	35	146	127	36	9	43	32	6	4	60f06a479c4f3ec0a536d40a_bloc_4_trial_1_cond_Non-Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,426666667	0,744186047	1	4	0	0,622485602	0,836465028	0,5	-0,5	-0,25	4,5625	11,26724635	29,11494253	43,5862069	-0,586206897	2,885057471	126,908046	133,3103448	19,09195402	-6,310344828	6,61752988	0,557967824	10,76470588	0,662192468	54,20415593	-2,797344452	1	4	0	13	0	4	2,764705882	0,25	-1,764705882	0,076923077	0,495720399	-0,485734665	-9,081722979	-2,942938659	0,219178082	-2,942938659	0
1	2	5a60a51863394a0001552447_1QPT2	coord_map1_4	5a60a51863394a0001552447	3	Forced_coordination	Explique	48,54064512	35	131	120	60	18	45	28	6	1	5a60a51863394a0001552447_bloc_1_trial_2_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,383561644	0,622222222	2	3	1	0,576836174	0,927058136	0,5	0,5	0,25	4,678571429	10,37509972	27,15730337	45,33707865	-0,337078652	0,842696629	126,9550562	142,2808989	4,04494382	-22,28089888	4,8	0,556351626	66,1	0,740327591	57,87569265	-9,335047527	2	3	1	13	1	4	2,735632184	0,666666667	0,264367816	0,230769231	0,495720399	0,514265335	-11,94788933	-2,942938659	0,213740458	-2,942938659	1
1	3	5c926dcaa0c81d0001179b8c_1QPT3	recipe_trial1_2	5c926dcaa0c81d0001179b8c	3	Unforced_coordination	Explique	93,891747	34	160	226	77	23	44	25	6	1	5c926dcaa0c81d0001179b8c_bloc_1_trial_3_cond_Explique	Low_contribution	Low_game	80	8	88	Lot_of_collisions	0,362318841	0,568181818	2	4	0,5	0,266264084	0,468624788	-0,5	0,5	-0,25	6,4	14,67058547	25,78409091	40,43181818	3,568181818	-0,784090909	167,9545455	165125	-7,954545455	60875	10,14492754	0,561104483	17,06050955	0,671082335	67,77601852	26,11572847	2	4	0,5	23	0	4	2,431818182	0,75	0,568181818	0,130434783	-0,504279601	0,514265335	33,40321254	7,057061341	0,15625	7,057061341	1
2	2	61154c6200b97c6b6a21cc5d_2QPT2	recipe_trial2_1	61154c6200b97c6b6a21cc5d	2	Unforced_coordination	Non-Explique	77,54832697	34	239	189	57	12	34	30	6	2	61154c6200b97c6b6a21cc5d_bloc_2_trial_2_cond_Non-Explique	Large_contribution	Low_game	18	22	40	Few_collisions	0,46875	0,882352941	0	4	0,5	0,386855541	0,43843628	-0,5	-0,5	0,25	7,966666667	9,73409962	25,82022472	40,16853933	-6,168539326	4,179775281	210,1235955	177,6404494	28,87640449	11,35955056	6,908602151	0,558226653	-1,841530055	0,644392078	72,42477149	5,123555483	0	4	0,5	21	0	4	2,372093023	0,5	-0,372093023	0,095238095	-0,504279601	-0,485734665	17,05979251	5,057061341	0,125523013	5,057061341	0
1	2	5eac9ad77c0fb830e457d0c6_1QPT2	coord_map1_0	5eac9ad77c0fb830e457d0c6	4	Forced_coordination	Explique	42,51706028	33	99	104	52	18	33	26	6	1	5eac9ad77c0fb830e457d0c6_bloc_1_trial_2_cond_Explique	Low_contribution	Fast_game	0	0	0	0_collision	0,440677966	0,787878788	3	4	1	0,611519231	0,776159024	0,5	0,5	0,25	3,807692308	11,16609664	27,47826087	43,44565217	-10,44565217	-1,47826087	111,9456522	127,3478261	-12,94565217	-23,34782609	8,757352941	0,559870614	2,235171696	0,650148506	52,19263589	-9,675575609	3	4	1	7	1	4	2,833333333	1	1,166666667	0,571428571	0,495720399	0,514265335	-17,97147418	-8,942938659	0,262626263	-8,942938659	1
2	2	615e1837df2d927f6820b57d_2QPT2	recipe_trial2_2	615e1837df2d927f6820b57d	4	Unforced_coordination	Non-Explique	66,65023494	34	178	165	65	12	41	28	6	2	615e1837df2d927f6820b57d_bloc_2_trial_2_cond_Non-Explique	Large_contribution	Low_game	50	28	78	Lot_of_collisions	0,405797101	0,682926829	0	4	1	0,420103545	0,61515162	-0,5	-0,5	0,25	6,357142857	10,48430662	26,67708333	39,09375	1,90625	1,322916667	170,1979167	164,9166667	7,802083333	0,083333333	5,897637795	0,557327676	0,043715847	0,647054103	67,16231265	-0,512077717	2	4	1	23	0	4	2,468085106	1	1,531914894	0,173913043	-0,504279601	-0,485734665	6,161700483	7,057061341	0,157303371	7,057061341	0
1	0	5f0904ae8985aa1907880e6d_1QPT0	coord_map1_4	5f0904ae8985aa1907880e6d	3	Forced_coordination	Explique	59,03023028	35	109	143	20	5	42	25	6	1	5f0904ae8985aa1907880e6d_bloc_1_trial_0_cond_Explique	Low_contribution	Fast_game	0	0	0	0_collision	0,373134328	0,595238095	0	4	0,75	0,423511816	0,71149985	0,5	0,5	0,25	4,36	13,53904364	27,15730337	45,33707865	-3,337078652	-2,157303371	126,9550562	142,2808989	-17,95505618	0,719101124	8,322916667	0,559484301	-0,215488215	0,646688099	57,87569265	1,154537634	0	4	0,75	13	1	4	2,735632184	0,666666667	0,264367816	0,230769231	0,495720399	0,514265335	-1,458304171	-2,942938659	0,229357798	-2,942938659	1
4	2	5a60a51863394a0001552447_4QPT2	recipe_trial4_1	5a60a51863394a0001552447	2	Unforced_coordination	Explique	56,27613235	34	194	137	41	13	38	25	6	4	5a60a51863394a0001552447_bloc_4_trial_2_cond_Explique	Low_contribution	Fast_game	22	49	71	Lot_of_collisions	0,396825397	0,657894737	2	3	0	0,444238063	0,675241855	-0,5	0,5	-0,25	7,76	7,25207891	26,91463415	38,93902439	-0,93902439	-1,914634146	210	168,9390244	-16	-31,93902439	8,356687898	0,559514331	34,01298701	0,69501975	69,02413615	-12,74800381	2	3	0	21	0	4	2,56097561	0,5	-0,56097561	0,095238095	-0,504279601	0,514265335	-4,21240211	5,057061341	0,128865979	5,057061341	1
2	1	5ff7a571f2027f4b6d785946_2QPT1	coord_map2_4	5ff7a571f2027f4b6d785946	3	Forced_coordination	Explique	54,57155609	35	100	133	38	12	45	24	6	2	5ff7a571f2027f4b6d785946_bloc_2_trial_1_cond_Explique	Low_contribution	Fast_game	0	0	0	0_collision	0,347826087	0,533333333	2	4	0,5	0,439789548	0,824605403	0,5	0,5	0,25	4,166666667	13,09717346	27,39325843	44,61797753	0,382022472	-3,393258427	126,9213483	140,988764	-26,92134831	-7,988764045	7,933774834	0,559138265	-20,91176471	0,617464325	57,68511303	-3,113556943	2	4	0,5	13	1	4	2,681818182	0,666666667	0,318181818	0,230769231	0,495720399	0,514265335	-5,916978364	-2,942938659	0,24	-2,942938659	1
4	3	61080f315a313dab03ea1cde_4QPT3	recipe_trial4_1	61080f315a313dab03ea1cde	3	Unforced_coordination	Explique	57,64170361	34	157	143	99	24	39	20	6	4	61080f315a313dab03ea1cde_bloc_4_trial_3_cond_Explique	Low_contribution	Fast_game	20	85	105	Lot_of_collisions	0,338983051	0,512820513	1	4	0,666666667	0,346971008	0,676593466	-0,5	0,5	-0,25	7,85	7,342892179	26,91463415	38,93902439	0,06097561	-6,914634146	210	168,9390244	-53	-25,93902439	7,664902998	0,558899177	-425,4	0,0463146	69,02413615	-11,38243255	1	4	0,666666667	21	0	4	2,56097561	0,75	0,43902439	0,142857143	-0,504279601	0,514265335	-2,846830849	5,057061341	0,127388535	5,057061341	1
1	1	5ff7a571f2027f4b6d785946_1QPT1	coord_map1_4	5ff7a571f2027f4b6d785946	3	Forced_coordination	Explique	58,99882126	35	139	143	35	12	44	29	6	1	5ff7a571f2027f4b6d785946_bloc_1_trial_1_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,397260274	0,659090909	2	4	0,5	0,491535244	0,745777612	0,5	0,5	0,25	4,793103448	12,30910659	27,15730337	45,33707865	-1,337078652	1,842696629	126,9550562	142,2808989	12,04494382	0,719101124	6,536585366	0,557895846	-0,537815126	0,646232964	57,87569265	1,123128609	2	4	0,5	13	1	4	2,735632184	0,666666667	0,264367816	0,230769231	0,495720399	0,514265335	-1,489713196	-2,942938659	0,208633094	-2,942938659	1
3	2	5eac9ad77c0fb830e457d0c6_3QPT2	coord_map3_0	5eac9ad77c0fb830e457d0c6	4	Forced_coordination	Explique	37,35565996	33	119	92	39	16	33	30	6	3	5eac9ad77c0fb830e457d0c6_bloc_3_trial_2_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,476190476	0,909090909	3	4	1	0,803091152	0,883400267	0,5	0,5	0,25	3,966666667	9,417393268	29,07608696	39,20652174	-6,206521739	0,923913043	113,7282609	116,6521739	5,27173913	-24,65217391	5,705882353	0,557157162	3,971978984	0,652600931	47,38887877	-10,0332188	3	4	1	7	0	4	3,011111111	1	0,988888889	0,571428571	0,495720399	0,514265335	-23,13287449	-8,942938659	0,25210084	-8,942938659	1
2	1	615e1837df2d927f6820b57d_2QPT1	coord_map2_4	615e1837df2d927f6820b57d	3	Forced_coordination	Non-Explique	65,11954665	35	115	161	43	9	52	26	6	2	615e1837df2d927f6820b57d_bloc_2_trial_1_cond_Non-Explique	Low_contribution	Low_game	0	0	0	0_collision	0,333333333	0,5	0	4	0,75	0,399265679	0,798531358	0,5	-0,5	-0,25	4,423076923	14,72268011	27,39325843	44,61797753	7,382022472	-1,393258427	126,9213483	140,988764	-11,92134831	20,01123596	8,556451613	0,559691967	2,710806697	0,650820117	57,68511303	7,434433617	2	4	0,5	13	1	4	2,681818182	0,666666667	0,318181818	0,230769231	0,495720399	-0,485734665	4,631012197	-2,942938659	0,226086957	-2,942938659	0
3	2	5f3aee04e30eac7cb73b416e_3QPT2	coord_map3_4	5f3aee04e30eac7cb73b416e	2	Forced_coordination	Non-Explique	55,03535771	35	156	136	49	13	42	32	6	3	5f3aee04e30eac7cb73b416e_bloc_3_trial_2_cond_Non-Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,432432432	0,761904762	2	4	0	0,58144439	0,763145762	0,5	-0,5	-0,25	4875	11,28930415	27,64044944	44,08988764	-2,08988764	4,359550562	125,1910112	136,4719101	30,80898876	-0,471910112	7,067010309	0,558367514	0,225806452	0,647311221	55,64733586	-0,61197815	2	4	0	13	1	4	2,67816092	0,333333333	-0,67816092	0,153846154	0,495720399	-0,485734665	-5,453176741	-2,942938659	0,205128205	-2,942938659	0
4	0	608e66a90accb5f38c30ff64_4QPT0	coord_map4_0	608e66a90accb5f38c30ff64	3	Forced_coordination	Explique	41,94287229	33	144	101	16	6	37	33	6	4	608e66a90accb5f38c30ff64_bloc_4_trial_0_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,471428571	0,891891892	1	3	1	0,786784457	0,88215227	0,5	0,5	0,25	4,363636364	9,611908232	28,5483871	39,22580645	-2,225806452	4,451612903	112,3870968	116,7096774	31,61290323	-15,70967742	7,101449275	0,558398138	7,057971014	0,656958445	47,3723852	-5,429512915	1	3	1	7	0	4	2,836956522	0,75	0,163043478	0,428571429	0,495720399	0,514265335	-18,54566217	-8,942938659	0,229166667	-8,942938659	1
1	3	5ea4cebb8944a8495280db42_1QPT3	recipe_trial1_2	5ea4cebb8944a8495280db42	3	Unforced_coordination	Non-Explique	62,28067017	34	183	152	90	18	42	28	6	1	5ea4cebb8944a8495280db42_bloc_1_trial_3_cond_Non-Explique	Large_contribution	Low_game	34	36	70	Lot_of_collisions	0,4	0,666666667	1	4	0,666666667	0,449577693	0,674366539	-0,5	-0,5	0,25	6,535714286	9,529282867	25,78409091	40,43181818	1,568181818	2,215909091	167,9545455	165125	15,04545455	-13125	6,78974359	0,558120961	-8,369565217	0,635174294	67,77601852	-5,495348359	1	4	0,666666667	23	0	4	2,431818182	0,75	0,568181818	0,130434783	-0,504279601	-0,485734665	1,792135711	7,057061341	0,153005464	7,057061341	0
3	1	5b366ffa06f9f90001fb4f41_3QPT1	recipe_trial3_1	5b366ffa06f9f90001fb4f41	2	Unforced_coordination	Explique	55,70679474	34	201	133	34	10	32	26	6	3	5b366ffa06f9f90001fb4f41_bloc_3_trial_1_cond_Explique	Low_contribution	Fast_game	17	39	56	Few_collisions	0,448275862	0,8125	1	4	0,333333333	0,46672942	0,574436209	-0,5	0,5	-0,25	7,730769231	7,205854046	27,30588235	39,35294118	-7,352941176	-1,305882353	211,9647059	171,6470588	-10,96470588	-38,64705882	8,396396396	0,559549641	5256	0,654414007	70,27551673	-14,568722	1	4	0,333333333	21	0	4	2,494117647	0,5	-0,494117647	0,095238095	-0,504279601	0,514265335	-4,781739716	5,057061341	0,129353234	5,057061341	1
3	2	5c926dcaa0c81d0001179b8c_3QPT2	coord_map3_0	5c926dcaa0c81d0001179b8c	4	Forced_coordination	Explique	44,60951209	33	112	109	51	15	41	29	6	3	5c926dcaa0c81d0001179b8c_bloc_3_trial_2_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,414285714	0,707317073	2	4	1	0,650085568	0,919086493	0,5	0,5	0,25	3,862068966	11,55067724	29,07608696	39,20652174	1,793478261	-0,076086957	113,7282609	116,6521739	-1,72826087	-7,652173913	22,71428571	0,572281504	-4,266666667	0,640967712	47,38887877	-2,779366676	2	4	1	7	0	4	3,011111111	1	0,988888889	0,571428571	0,495720399	0,514265335	-15,87902236	-8,942938659	0,258928571	-8,942938659	1
3	0	5e386b5cf259f30486178d62_3QPT0	coord_map3_0	5e386b5cf259f30486178d62	4	Forced_coordination	Explique	33,42978907	33	112	83	12	6	29	29	6	3	5e386b5cf259f30486178d62_bloc_3_trial_0_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,5	1	2	4	1	0,867489769	0,867489769	0,5	0,5	0,25	3,862068966	8,655927526	29,07608696	39,20652174	-10,20652174	-0,076086957	113,7282609	116,6521739	-1,72826087	-33,65217391	22,71428571	0,572281504	3,297124601	0,651648016	47,38887877	-13,9590897	2	4	1	7	0	4	3,011111111	1	0,988888889	0,571428571	0,495720399	0,514265335	-27,05874539	-8,942938659	0,258928571	-8,942938659	1
2	3	61070bbaa42080de73d0a60b_2QPT3	recipe_trial2_1	61070bbaa42080de73d0a60b	2	Unforced_coordination	Explique	64,15043187	34	203	155	88	24	44	25	6	2	61070bbaa42080de73d0a60b_bloc_2_trial_3_cond_Explique	Low_contribution	Low_game	37	41	78	Lot_of_collisions	0,362318841	0,568181818	1	3	0,5	0,38970899	0,685887822	-0,5	0,5	-0,25	8,12	7,900299492	25,82022472	40,16853933	3,831460674	-0,820224719	210,1235955	177,6404494	-7,123595506	-22,64044944	8,684931507	0,559806215	-5,909090909	0,638648558	72,42477149	-8,274339615	1	3	0,5	21	0	4	2,372093023	0,5	-0,372093023	0,095238095	-0,504279601	0,514265335	3,661897416	5,057061341	0,123152709	5,057061341	1
1	2	600f60e70e160e1445edd7d1_1QPT2	recipe_trial1_2	600f60e70e160e1445edd7d1	1	Unforced_coordination	Explique	76,59077978	34	206	183	46	17	50	31	6	1	600f60e70e160e1445edd7d1_bloc_1_trial_2_cond_Explique	Large_contribution	Low_game	26	28	54	Few_collisions	0,382716049	0,62	1	3	0	0,404748458	0,652820093	-0,5	0,5	-0,25	6,64516129	11,52579696	25,78409091	40,43181818	9,568181818	5,215909091	167,9545455	165125	38,04545455	17875	7,294117647	0,558569464	1,868171021	0,649630289	67,77601852	8,814761257	1	3	0	23	0	4	2,431818182	0,25	-1,431818182	0,043478261	-0,504279601	0,514265335	16,10224533	7,057061341	0,150485437	7,057061341	1
3	2	613214cda0b25f340c8077b1_3QPT2	recipe_trial3_2	613214cda0b25f340c8077b1	1	Unforced_coordination	Non-Explique	58,8304925	34	174	146	41	9	33	28	6	3	613214cda0b25f340c8077b1_bloc_3_trial_2_cond_Non-Explique	Large_contribution	Fast_game	42	28	70	Lot_of_collisions	0,459016393	0,848484848	1	4	0	0,475943661	0,560933601	-0,5	-0,5	0,25	6,214285714	9,466975804	26,60638298	38,60638298	-5,606382979	1,393617021	164,393617	161,8085106	9,606382979	-15,80851064	6,893129771	0,558212895	2,819734345	0,650973926	66,16903526	-7,338542759	1	4	0	23	0	4	2,489130435	0,25	-1,489130435	0,043478261	-0,504279601	-0,485734665	-1,658041958	7,057061341	0,16091954	7,057061341	0
4	3	61636a9831c80a2aa34cff3a_4QPT3	recipe_trial4_2	61636a9831c80a2aa34cff3a	4	Unforced_coordination	Non-Explique	75,31918168	34	99	185	119	23	37	19	6	4	61636a9831c80a2aa34cff3a_bloc_4_trial_3_cond_Non-Explique	Low_contribution	Low_game	74	31	105	Lot_of_collisions	0,339285714	0,513513514	2	4	1	0,252259777	0,491242724	-0,5	-0,5	0,25	5,210526316	14,45519648	29,25	36,30434783	0,695652174	-10,25	176,3043478	161,5217391	-77,30434783	23,47826087	7,541887593	0,558789788	33,75	0,694648404	65,27233323	10,04684846	2	4	1	23	0	4	2,280898876	1	1,719101124	0,173913043	-0,504279601	-0,485734665	14,83064723	7,057061341	0,191919192	7,057061341	0
1	0	608e66a90accb5f38c30ff64_1QPT0	recipe_trial1_1	608e66a90accb5f38c30ff64	1	Unforced_coordination	Explique	91,74010539	34	298	224	24	6	42	38	6	1	608e66a90accb5f38c30ff64_bloc_1_trial_0_cond_Explique	Large_contribution	Low_game	70	33	103	Lot_of_collisions	475	0,904761905	1	3	0	0,414213607	0,45781504	-0,5	0,5	-0,25	7,842105263	11,6984027	25525	40,3125	1,6875	12475	205,5625	175,4875	92,4375	48,5125	7,409819639	0,55867235	28,74814815	0,687585637	71,56663706	20,17346833	1	3	0	21	0	4	2,506329114	0,25	-1,506329114	0,047619048	-0,504279601	0,514265335	31,25157094	5,057061341	0,127516779	5,057061341	1
3	0	61504421b1d00ff398117e34_3QPT0	coord_map3_0	61504421b1d00ff398117e34	2	Forced_coordination	Non-Explique	50,878304	33	120	125	23	6	43	30	6	3	61504421b1d00ff398117e34_bloc_3_trial_0_cond_Non-Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,410958904	0,697674419	2	4	0	0,589642296	0,845153958	0,5	-0,5	-0,25	4	12,719576	29,07608696	39,20652174	3,793478261	0,923913043	113,7282609	116,6521739	6,27173913	8,347826087	6,788235294	0,55811962	2,200573066	0,650099651	47,38887877	3,489425238	2	4	0	7	0	4	3,011111111	0,5	-1,011111111	0,285714286	0,495720399	-0,485734665	-9,61023045	-8,942938659	0,25	-8,942938659	0
2	3	614e0c879b735505d46f7d27_2QPT3	recipe_trial2_1	614e0c879b735505d46f7d27	3	Unforced_coordination	Explique	70,05543041	34	166	170	102	23	43	20	6	2	614e0c879b735505d46f7d27_bloc_2_trial_3_cond_Explique	Low_contribution	Low_game	39	22	61	Few_collisions	0,317460317	0,465116279	2	4	0,5	0,285488218	0,613799669	-0,5	0,5	-0,25	8,3	8,440413303	25,82022472	40,16853933	2,831460674	-5,820224719	210,1235955	177,6404494	-44,12359551	-7,640449438	7,581081081	0,55882464	-2,698412698	0,643182134	72,42477149	-2,369341074	2	4	0,5	21	0	4	2,372093023	0,75	0,627906977	0,142857143	-0,504279601	0,514265335	9,566895957	5,057061341	0,120481928	5,057061341	1
2	1	6078faf293b3e134b7c5a943_2QPT1	coord_map2_0	6078faf293b3e134b7c5a943	2	Forced_coordination	Explique	47,25087714	33	101	117	42	12	43	27	6	2	6078faf293b3e134b7c5a943_bloc_2_trial_1_cond_Explique	Low_contribution	Fast_game	0	0	0	0_collision	0,385714286	0,627906977	1	4	0,333333333	0,571417964	0,910036016	0,5	0,5	0,25	3,740740741	12,6314226	28,49450549	40,43956044	2,56043956	-1,494505495	112,7252747	117,7692308	-11,72527473	-0,769230769	7,845588235	0,559059847	-0,300429185	0,64656816	48,11538845	-0,864511308	1	4	0,333333333	7	1	4	2,863636364	0,333333333	-0,863636364	0,285714286	0,495720399	0,514265335	-13,23765731	-8,942938659	0,267326733	-8,942938659	1
4	1	5fac475e1718081c63013fba_4QPT1	coord_map4_4	5fac475e1718081c63013fba	4	Forced_coordination	Non-Explique	44,94206929	35	133	111	39	8	34	30	6	4	5fac475e1718081c63013fba_bloc_4_trial_1_cond_Non-Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,46875	0,882352941	1	4	1	0,667526006	0,756529473	0,5	-0,5	-0,25	4,433333333	10,13730886	29,11494253	43,5862069	-9,586206897	0,885057471	126,908046	133,3103448	6,091954023	-22,31034483	6,883116883	0,558203991	2,327338129	0,650278647	54,20415593	-9,262086635	1	4	1	13	0	4	2,764705882	1	1,235294118	0,307692308	0,495720399	-0,485734665	-15,54646516	-2,942938659	0,22556391	-2,942938659	0
2	1	5c0682910ac58a00011568a5_2QPT1	recipe_trial2_1	5c0682910ac58a00011568a5	1	Unforced_coordination	Non-Explique	53,05909801	34	211	131	15	9	33	26	6	2	5c0682910ac58a00011568a5_bloc_2_trial_1_cond_Non-Explique	Low_contribution	Fast_game	21	23	44	Few_collisions	0,440677966	0,787878788	0	3	0,333333333	0,490019638	0,621948002	-0,5	-0,5	0,25	8,115384615	6,538087906	25,82022472	40,16853933	-7,168539326	0,179775281	210,1235955	177,6404494	0,876404494	-46,64044944	4875	0,556418318	6,506269592	0,656179426	72,42477149	-19,36567348	0	3	0,333333333	21	0	4	2,372093023	0,25	-1,372093023	0,047619048	-0,504279601	-0,485734665	-7,42943645	5,057061341	0,123222749	5,057061341	0
3	2	6078faf293b3e134b7c5a943_3QPT2	coord_map3_4	6078faf293b3e134b7c5a943	3	Forced_coordination	Explique	49,21567678	35	120	119	58	16	38	27	6	3	6078faf293b3e134b7c5a943_bloc_3_trial_2_cond_Explique	Low_contribution	Fast_game	0	0	0	0_collision	0,415384615	0,710526316	1	4	0,666666667	0,548605683	0,772111703	0,5	0,5	0,25	4,444444444	11,07352728	27,64044944	44,08988764	-6,08988764	-0,640449438	125,1910112	136,4719101	-5,191011236	-17,47191011	8,105263158	0,559290757	2,86900369	0,651043496	55,64733586	-6,431659079	1	4	0,666666667	13	1	4	2,67816092	0,666666667	0,32183908	0,230769231	0,495720399	0,514265335	-11,27285767	-2,942938659	225	-2,942938659	1
4	1	5a60a51863394a0001552447_4QPT1	coord_map4_0	5a60a51863394a0001552447	2	Forced_coordination	Explique	46,61620498	33	123	116	29	7	35	30	6	4	5a60a51863394a0001552447_bloc_4_trial_1_cond_Explique	Large_contribution	Fast_game	0	0	0	0_collision	0,461538462	0,857142857	2	3	0	0,643553031	0,750811869	0,5	0,5	0,25	4,1	11,36980609	28,5483871	39,22580645	-4,225806452	1,451612903	112,3870968	116,7096774	10,61290323	-0,709677419	7,311111111	0,558584575	0,167938931	0,64722951	47,3723852	-0,756180224	2	3	0	7	0	4	2,836956522	0,5	-0,836956522	0,285714286	0,495720399	0,514265335	-13,87232948	-8,942938659	0,243902439	-8,942938659	1
